# Filename: 011619_AerCheACheW_Bl21_4PDeer_3200ns_150K.DSC.txt
# Bckg_type: strexp_fixed_0.95_0.5
# FirstColumn: Time[us]
# SecondColumn: BckgSubtractedData
-6.40000e-03	1.885133623760018e-02
9.60000e-03	1.079432083940342e-02
2.56000e-02	1.403822960387128e-02
4.16000e-02	1.171061514940702e-02
5.76000e-02	1.434730903841867e-02
7.36000e-02	1.625267476219204e-02
8.96000e-02	1.572441825325507e-02
1.05600e-01	1.894805269632591e-02
1.21600e-01	2.258291590841119e-02
1.37600e-01	1.709681150612244e-02
1.53600e-01	1.523336367053968e-02
1.69600e-01	1.433624461124358e-02
1.85600e-01	1.308657940535205e-02
2.01600e-01	1.238488388172241e-02
2.17600e-01	1.702793635646602e-02
2.33600e-01	1.353451375233209e-02
2.49600e-01	1.112425895855525e-02
2.65600e-01	2.610950346796461e-03
2.81600e-01	2.760932170072202e-03
2.97600e-01	-1.319899346150709e-03
3.13600e-01	6.816974750742749e-03
3.29600e-01	8.827244876204826e-04
3.45600e-01	7.472718603781858e-04
3.61600e-01	4.772302352361613e-03
3.77600e-01	4.577106092307346e-03
3.93600e-01	3.787647195812288e-03
4.09600e-01	2.253469073926388e-03
4.25600e-01	-4.879929666752778e-03
4.41600e-01	1.467841859915212e-03
4.57600e-01	-9.873055568807563e-04
4.73600e-01	-4.657214148750653e-03
4.89600e-01	-2.968009386131587e-03
5.05600e-01	-1.313079935700262e-02
5.21600e-01	-8.373330161899046e-03
5.37600e-01	-4.908001772079717e-03
5.53600e-01	-3.706199958155710e-03
5.69600e-01	-4.883120071131582e-03
5.85600e-01	-1.113142231460536e-02
6.01600e-01	-1.019729640254962e-02
6.17600e-01	-5.951759971334687e-03
6.33600e-01	-5.725866222171551e-03
6.49600e-01	-7.478366683398022e-03
6.65600e-01	-2.433587273379033e-03
6.81600e-01	-1.279648894028441e-02
6.97600e-01	-4.417764408348567e-03
7.13600e-01	-3.710450094400684e-03
7.29600e-01	-5.970295359429509e-03
7.45600e-01	-7.848703079209091e-03
7.61600e-01	-6.178695594826250e-03
7.77600e-01	-6.740978448463102e-03
7.93600e-01	-1.026242438582405e-02
8.09600e-01	-1.074745319871747e-02
8.25600e-01	-1.225742056859084e-02
8.41600e-01	1.528915756132975e-03
8.57600e-01	-1.077355488011877e-02
8.73600e-01	-1.002879809995067e-02
8.89600e-01	-1.381130098036253e-02
9.05600e-01	-1.583498763482008e-02
9.21600e-01	-9.069740825499512e-03
9.37600e-01	-3.978375454256990e-03
9.53600e-01	-6.946477482862149e-03
9.69600e-01	-7.772011468861514e-03
9.85600e-01	-8.053496530570581e-03
1.00160e+00	-1.480550587779466e-02
1.01760e+00	-1.184951569737473e-02
1.03360e+00	-1.335198912177066e-02
1.04960e+00	-9.612333346019809e-03
1.06560e+00	-8.067243055064531e-03
1.08160e+00	-7.130256832702367e-03
1.09760e+00	-2.422844138823270e-03
1.11360e+00	-1.249706596644849e-02
1.12960e+00	-6.941065041820987e-03
1.14560e+00	-1.022302976128284e-02
1.16160e+00	-7.384026605682426e-03
1.17760e+00	-1.222658013721817e-02
1.19360e+00	-2.247949067503638e-03
1.20960e+00	-3.673587748101572e-03
1.22560e+00	-1.174458946330328e-02
1.24160e+00	-1.557150975369822e-03
1.25760e+00	1.252141365408518e-03
1.27360e+00	-1.144735837927299e-03
