# Filename: 022421_AerAW15N2H_B21_150K_DEE_6000ns_42MHz.DSC_db6_symmetric_denoised.txt
# Bckg_type: poly2_0.9_0.75
# FirstColumn: Time[us]
# SecondColumn: BckgSubtractedData
3.20000e-03	2.352705282703387e-02
1.92000e-02	2.458687444218926e-02
3.52000e-02	2.536136367314642e-02
5.12000e-02	2.579199729171126e-02
6.72000e-02	2.590886436055069e-02
8.32000e-02	2.572472500940906e-02
9.92000e-02	2.532310375303533e-02
1.15200e-01	2.475906800622942e-02
1.31200e-01	2.401869485123749e-02
1.47200e-01	2.310954447645963e-02
1.63200e-01	2.202300664614274e-02
1.79200e-01	2.075260362697471e-02
1.95200e-01	1.935195430168151e-02
2.11200e-01	1.787898574751675e-02
2.27200e-01	1.633205038027324e-02
2.43200e-01	1.472997938563354e-02
2.59200e-01	1.312671392137021e-02
2.75200e-01	1.155557320342164e-02
2.91200e-01	1.007756341262524e-02
3.07200e-01	8.733536928638064e-03
3.23200e-01	7.514654921925747e-03
3.39200e-01	6.412309415831270e-03
3.55200e-01	5.421026789237664e-03
3.71200e-01	4.533897677988408e-03
3.87200e-01	3.743709708813487e-03
4.03200e-01	3.044543212219245e-03
4.19200e-01	2.426581203937411e-03
4.35200e-01	1.882399976196697e-03
4.51200e-01	1.408402885259371e-03
4.67200e-01	9.996498042249230e-04
4.83200e-01	6.542331987612116e-04
4.99200e-01	3.702253774171726e-04
5.15200e-01	1.400180727015448e-04
5.31200e-01	-4.291611744559615e-05
5.47200e-01	-1.805834750658324e-04
5.63200e-01	-2.779789532315184e-04
5.79200e-01	-3.380164039765423e-04
5.95200e-01	-3.610643034066292e-04
6.11200e-01	-3.584963521664495e-04
6.27200e-01	-3.373458924299503e-04
6.43200e-01	-2.942032441607217e-04
6.59200e-01	-2.291679148290432e-04
6.75200e-01	-1.396013471483827e-04
6.91200e-01	-2.322143282534826e-05
7.07200e-01	1.122655789901443e-04
7.23200e-01	2.587113638159385e-04
7.39200e-01	4.175023545575506e-04
7.55200e-01	5.860430463742116e-04
7.71200e-01	7.574353365079145e-04
7.87200e-01	9.282083303194010e-04
8.03200e-01	1.087407191254939e-03
8.19200e-01	1.228548487325500e-03
8.35200e-01	1.354650294906029e-03
8.51200e-01	1.466918390214503e-03
8.67200e-01	1.569051443445108e-03
8.83200e-01	1.665034983426635e-03
8.99200e-01	1.752036233360910e-03
9.15200e-01	1.827968697067752e-03
9.31200e-01	1.897218098494026e-03
9.47200e-01	1.959686477445364e-03
9.63200e-01	2.016445212992544e-03
9.79200e-01	2.071955901326896e-03
9.95200e-01	2.116267622063578e-03
1.01120e+00	2.144451640540791e-03
1.02720e+00	2.166098329024848e-03
1.04320e+00	2.185677130555380e-03
1.05920e+00	2.209441979287662e-03
1.07520e+00	2.244836650486214e-03
1.09120e+00	2.284387379634064e-03
1.10720e+00	2.319827254467298e-03
1.12320e+00	2.360723332623873e-03
1.13920e+00	2.406983882287616e-03
1.15520e+00	2.452810020855953e-03
1.17120e+00	2.498449380457894e-03
1.18720e+00	2.523040222277708e-03
1.20320e+00	2.517379431829605e-03
1.21920e+00	2.491370483126327e-03
1.23520e+00	2.447919401199000e-03
1.25120e+00	2.403880921926402e-03
1.26720e+00	2.373284631998534e-03
