% signal t-range (microseconds):	0.00080000000	3.9848000
% breakpoint	1	3.8644578
% svcs	1	0	0	0
% svcs	2	0	20	20
0.00080000000	0.025219966	0.015581016
0.0088000000	0.020869642	0.015561429
0.016800000	0.026404269	0.015521756
0.024800000	0.020412531	0.015461788
0.032800000	0.023499391	0.015381544
0.040800000	0.021887328	0.015281152
0.048800000	0.018425282	0.015160828
0.056800000	0.018646919	0.015020856
0.064800000	0.019132761	0.014861568
0.072800000	0.020555254	0.014683344
0.080800000	0.025287074	0.014486607
0.088800000	0.019733699	0.014271825
0.096800000	0.015586639	0.014039505
0.10480000	0.026119582	0.013790194
0.11280000	0.012965624	0.013524475
0.12080000	0.020304280	0.013242967
0.12880000	0.014738105	0.012946322
0.13680000	0.010684025	0.012635224
0.14480000	0.017022376	0.012310387
0.15280000	0.014346817	0.011972545
0.16080000	0.0076414939	0.011622460
0.16880000	0.014548745	0.011260912
0.17680000	0.011138793	0.010888696
0.18480000	0.012788525	0.010506624
0.19280000	0.0053368472	0.010115518
0.20080000	0.0039172317	0.0097162117
0.20880000	0.011183038	0.0093095428
0.21680000	0.000097610444	0.0088963538
0.22480000	0.011134831	0.0084774880
0.23280000	0.0078898892	0.0080537857
0.24080000	0.0045946829	0.0076260834
0.24880000	0.0086497621	0.0071952098
0.25680000	0.0081020788	0.0067619828
0.26480000	0.0053653388	0.0063272091
0.27280000	0.0063345470	0.0058916797
0.28080000	0.0026361367	0.0054561698
0.28880000	0.0063481368	0.0050214344
0.29680000	0.0067388749	0.0045882076
0.30480000	-0.00033338678	0.0041572005
0.31280000	-0.00015639866	0.0037290980
0.32080000	0.0025058361	0.0033045596
0.32880000	0.0054608476	0.0028842146
0.33680000	-0.00063349099	0.0024686636
0.34480000	-0.0033712578	0.0020584762
0.35280000	0.0052323491	0.0016541886
0.36080000	0.0027986531	0.0012563065
0.36880000	0.0038149515	0.00086529797
0.37680000	0.0077467056	0.00048159996
0.38480000	0.0078077273	0.00010561224
0.39280000	0.00020230221	-0.00026230165
0.40080000	-0.0013260188	-0.00062181020
0.40880000	-0.0011214277	-0.00097262301
0.41680000	-0.0038961089	-0.0013144812
0.42480000	0.0013917600	-0.0016471608
0.43280000	-0.0082951520	-0.0019704775
0.44080000	-0.0021507333	-0.0022842753
0.44880000	-0.00054653780	-0.0025884339
0.45680000	-0.0063195778	-0.0028828705
0.46480000	-0.0066323554	-0.0031675256
0.47280000	-0.0039992147	-0.0034423765
0.48080000	-0.0092878397	-0.0037074323
0.48880000	-0.0074646780	-0.0039627220
0.49680000	-0.0032717664	-0.0042083084
0.50480000	-0.0063342290	-0.0044442814
0.51280000	-0.0056991598	-0.0046707467
0.52080000	-0.0048519939	-0.0048878386
0.52880000	-0.0098892813	-0.0050957150
0.53680000	-0.00030367695	-0.0052945457
0.54480000	-0.0046094656	-0.0054845205
0.55280000	-0.00087730668	-0.0056658500
0.56080000	-0.0045693548	-0.0058387532
0.56880000	-0.0098752163	-0.0060034598
0.57680000	-0.0063201769	-0.0061602155
0.58480000	-0.0080619630	-0.0063092737
0.59280000	-0.0082357082	-0.0064508893
0.60080000	-0.011311935	-0.0065853254
0.60880000	-0.0030550761	-0.0067128540
0.61680000	-0.0082567445	-0.0068337419
0.62480000	-0.0070872780	-0.0069482541
0.63280000	-0.010359076	-0.0070566622
0.64080000	-0.0087393918	-0.0071592337
0.64880000	-0.0096845538	-0.0072562252
0.65680000	-0.0074351916	-0.0073478897
0.66480000	-0.0081020997	-0.0074344808
0.67280000	-0.0094030634	-0.0075162387
